cod;value
0405040172;RETIRADA DE CISTICERCO INTRA-OCULAR
0405040180;TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA
0405040199;TRATAMENTO CIRURGICO DE XANTELASMA
0405040202;TRATAMENTO DE PTOSE PALPEBRAL
0405040210;REPOSICIONAMENTO DE LENTE INTRAOCULAR
0405050011;CAPSULECTOMIA POSTERIOR CIRURGICA
0405050020;CAPSULOTOMIA A YAG LASER
0405050038;CAUTERIZACAO DE CORNEA
0405050046;CICLOCRIOCOAGULACAO / DIATERMIA
0405050054;CICLODIALISE
0405050062;CORRECAO DE ASTIGMATISMO SECUNDARIO
0405050070;CORRECAO CIRURGICA DE HERNIA DE IRIS
0405050089;EXERESE DE TUMOR DE CONJUNTIVA
0405050097;FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR
0405050100;FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR
0405050119;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA
0405050127;FOTOTRABECULOPLASTIA A LASER
0405050135;IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA
0405050143;IMPLANTE INTRA-ESTROMAL
0405050151;IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO
0405050160;INJECAO SUBCONJUTIVAL / SUBTENONIANA
0405050178;IRIDECTOMIA CIRURGICA
0405050186;IRIDOCICLECTOMIA
0405050194;IRIDOTOMIA A LASER
0405050208;PARACENTESE DE CAMARA ANTERIOR
0405050216;RECOBRIMENTO CONJUNTIVAL
0405050224;RECONSTITUICAO DE FORNIX CONJUNTIVAL
0405050232;RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO
0405050240;RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO
0405050259;RETIRADA DE CORPO ESTRANHO DA CORNEA
0405050267;SINEQUIOLISE A YAG LASER
0405050283;SUBSTITUICAO DE LENTE INTRA-OCULAR
0405050291;SUTURA DE CONJUNTIVA
0405050305;SUTURA DE CORNEA
0405050313;TOPOPLASTIA DO TRANSPLANTE
0405050321;TRABECULECTOMIA
0405050348;TRATAMENTO CIRURGICO CICLODESTRUTIVO
0405050356;TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO
0405050364;TRATAMENTO CIRURGICO DE PTERIGIO
0405050372;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL
0405050380;CIRURGIA DE CATARATA CONGÊNITA
0405050399;TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA
0405050402;RADIAÇÃO PARA CROSS LINKING CORNEANO
0406010013;ABERTURA DE COMUNICACAO INTER-ATRIAL
0406010021;ABERTURA DE ESTENOSE AORTICA VALVAR
0406010030;ABERTURA DE ESTENOSE PULMONAR VALVAR
0406010048;AMPLIACAO DE VIA DE SAIDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES
0406010056;AMPLIACAO DE VIA DE SAIDA DO VENTRICULO ESQUERDO
0406010064;ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL
0406010072;ANASTOMOSE CAVO-PULMONAR TOTAL
0406010080;ANASTOMOSE SISTEMICO-PULMONAR
0406010099;BANDAGEM DA ARTERIA PULMONAR
0406010102;CARDIORRAFIA
0406010110;CARDIOTOMIA P/ RETIRADA DE CORPO ESTRANHO
0406010129;COLOCACAO DE BALAO INTRA-AORTICO
0406010137;CORRECAO DE ANEURISMA / DISSECCAO DA AORTA TORACO-ABDOMINAL
0406010145;CORRECAO DE ATRESIA MITRAL
0406010153;CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERVENTRICULAR
0406010161;CORRECAO DE ATRIO UNICO
0406010170;CORRECAO DE BANDA ANOMALA DO VENTRICULO DIREITO
0406010188;CORRECAO DE COARCTACAO DA AORTA
0406010196;CORREÇÃO DE COMUNICAÇÃO INTERVENTRICULAR
0406010200;CORRECAO DE COMUNICACAO INTER-VENTRICULAR E INSUFICIENCIA AORTICA
0406010218;CORRECAO DE COR TRIATRIATUM
0406010226;CORRECAO DE CORONARIA ANOMALA (CRIANÇA E ADOLESCENTE)
0406010234;CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO
0406010242;CORRECAO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES
0406010250;CORRECAO DE DRENAGEM ANOMALA TOTAL DE VEIAS PULMONARES
0406010269;CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO DIREITO
0406010277;CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO ESQUERDO
0406010285;CORRECAO DE ESTENOSE AORTICA (0 A 3 ANOS)
0406010293;CORRECAO DE ESTENOSE MITRAL CONGENITA
0406010307;CORRECAO DE ESTENOSE SUPRA-AORTICA
0406010315;CORRECAO DE FISTULA AORTO-CAVITARIAS
0406010323;CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA
0406010331;CORRECAO DE HIPOPLASIA DE VENTRICULO ESQUERDO
0406010340;CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE
0406010358;CORRECAO DE INSUFICIENCIA MITRAL CONGENITA
0406010366;CORRECAO DE INTERRUPCAO DO ARCO AORTICO
0406010374;CORRECAO DE JANELA AORTO-PULMONAR (CRIANÇA E ADOLESCENTE)
0406010382;CORRECAO DE JANELA AORTO-PULMONAR
0406010390;CORRECAO DE LESOES NA TRANSPOSICAO CORRIGIDA DOS VASOS DA BASE
0406010404;CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL
0406010412;CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL NO RECEM-NASCIDO
0406010420;CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE)
0406010439;CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES
0406010447;CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BASE (CRIANÇA E ADOLESCENTE)
0406010455;CORRECAO DE TRANSPOSICAO DE GRANDES VASOS DA BASE
0406010463;CORRECAO DE TRONCO ARTERIOSO PERSISTENTE
0406010471;CORRECAO DE VENTRICULO UNICO
0406010480;CORRECAO DO CANAL ATRIO-VENTRICULAR (PARCIAL / INTERMEDIARIO)
0406010498;CORRECAO DO CANAL ATRIO-VENTRICULAR (TOTAL)
0406010501;CORRECOES DE ANOMALIAS DO ARCO AORTICO
0406010510;DRENAGEM C/ BIOPSIA DE PERICARDIO
0406010528;EXERESE DE CISTO PERICARDICO
0406010536;FECHAMENTO DE COMUNICACAO INTERATRIAL
0406010544;FECHAMENTO DE COMUNICACAO INTERVENTRICULAR
0406010552;IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS)
0406010560;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA UNICA TRANSVENOSO
0406010579;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCARDICO POR TORACOTOMIA P
0406010587;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO
0406010595;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR MULTI-SITIO ENDOCAVITARIO C/ REVERSAO PARA EPIMIOCARDICO POR
0406010609;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO
0406010617;IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO ENDOCAVITARIO C/ REVERSAO P/ EPIMIOCARDICO (POR TORACOTO
0406010625;IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO EPIMIOCARDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO
0406010633;IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSVENOSO
0406010641;IMPLANTE DE MARCAPASSO DE CAMARA DUPLA EPIMIOCARDICO
0406010650;IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO
0406010668;IMPLANTE DE MARCAPASSO DE CAMARA UNICA EPIMIOCARDICO
0406010676;IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENOSO
0406010684;IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO
0406010692;IMPLANTE DE PROTESE VALVAR
0406010706;INFARTECTOMIA / ANEURISMECTOMIA ASSOCIADA OU NAO A REVASCULARIZACAO MIOCARDICA
0406010714;INSTALACAO DE ASSISTENCIA CIRCULATORIA
0406010722;INSTALACAO DE CATETER DE TERMODILUICAO
0406010730;LIGADURA DE FISTULA SISTEMICO-PULMONAR
0406010749;MANUTENCAO DE ASSISTENCIA CIRCULATORIA
0406010757;PERICARDIECTOMIA
0406010765;PERICARDIECTOMIA PARCIAL
0406010773;PERICARDIOCENTESE
0406010781;PLASTICA / TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE EBSTEIN)
0406010790;PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL
0406010803;PLASTICA VALVAR
0406010811;PLASTICA VALVAR C/ REVASCULARIZACAO MIOCARDICA
0406010820;PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA
0406010838;RECONSTRUCAO DA RAIZ DA AORTA
0406010846;RECONSTRUCAO DA RAIZ DA AORTA C/ TUBO VALVADO
0406010854;REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR
0406010862;REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO
0406010870;REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO
0406010889;RESSECCAO DE ENDOMIOCARDIOFIBROSE
0406010897;RESSECCAO DE MEMBRANA SUB-AORTICA
0406010900;RESSECCAO DE TUMOR INTRACARDIACO
0406010919;RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL
0406010927;REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA
0406010935;REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)
0406010943;REVASCULARIZACAO MIOCARDICA S/ USO DE EXTRACORPOREA
0406010951;REVASCULARIZACAO MIOCARDICA S/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)
0406010960;TRATAMENTO DE CONTUSAO MIOCARDICA
0406010978;TRATAMENTO DE FERIMENTO CARDIACO PERFURO-CORTANTE
0406010986;TROCA DE AORTA ASCENDENTE
0406010994;TROCA DE ARCO AORTICO
0406011001;TROCA DE CONJUNTO DO SEIO CORONARIO NO MARCAPASSO MULTI-SITIO
0406011010;TROCA DE ELETRODOS DE DESFIBRILADOR DE CARDIO-DESFIBRILADOR TRANSVENOSO
0406011028;TROCA DE ELETRODOS DE DESFIBRILADOR NO CARDIO-DESFIBRILADOR MULTI-SITIO
0406011036;TROCA DE ELETRODOS DE MARCAPASSO DE CAMARA DUPLA
0406011044;TROCA DE ELETRODOS DE MARCAPASSO DE CAMARA UNICA
0406011052;TROCA DE ELETRODOS DE MARCAPASSO EM CARDIO-DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO
0406011060;TROCA DE ELETRODOS DE MARCAPASSO MULTI-SITIO
0406011079;TROCA DE ELETRODOS DE MARCAPASSO NO CARDIO-DESFIBRILADOR MULTI-SITIO
0406011087;TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO
0406011095;TROCA DE ELETRODOS DE SEIO CORONARIO NO CARDIOVERSOR DESFIBRILADOR MULTI-SITIO
0406011109;TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CAMARA UNICA / DUPLA
0406011117;TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO
0406011125;TROCA DE GERADOR DE MARCAPASSO DE CAMARA DUPLA
0406011133;TROCA DE GERADOR DE MARCAPASSO DE CAMARA UNICA
0406011141;TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO
0406011150;TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CAMARA UNICA
0406011168;TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR
0406011176;TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR MULTISITIO
0406011184;TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CAMARA DUPLA
0406011192;TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MULTI-SITIO
0406011206;TROCA VALVAR C/ REVASCULARIZACAO MIOCARDICA
0406011214;UNIFOCALIZACAO DE RAMOS DA ARTERIA PULMONAR C/ CIRCULACAO EXTRACORPOREA
0406011222;UNIFOCALIZACAO DE RAMOS DA ARTERIA PULMONAR S/ CIRCULACAO EXTRACORPOREA
0406011230;ANASTOMOSE SISTEMICO PULMONAR COM CEC
0406011249;CORRECAO DE COARCTACAO DA AORTA COM CEC
0406011257;CORREÇÃO DE CORONARIA ANOMALA (19 A 110)
0406011265;ABERTURA DE ESTENOSE AORTICA VALVAR (CRIANÇA E ADOLESCENTE)
0406011273;ABERTURA DE ESTENOSE PULMONAR VALVAR (CRIANÇA E ADOLESCENTE)
0406011281;AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE)
0406011290;AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO (CRIANÇA E ADOLESCENTE)
0406011303;ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANÇA E ADOLESCENTE)
0406011311;ANASTOMOSE SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)
0406011320;BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE)
0406011338;CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE)
0406011346;CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE)
0406011354;CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE)
0406011362;CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
0406011370;CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE)
0406011389;CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE)
0406011397;CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE)
0406011400;CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE)
0406011419;CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
0406011427;CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE)
0406011435;CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE)
0406011443;CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE)
0406011451;FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE)
0406011460;FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE)
0406011478;IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE)
0406011486;LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)
0406011494;RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE)
0406011508;ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE)
0406011516;CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE)
0406020019;ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVACAO CENTRAL
0406020027;ANASTOMOSE LINFOVENOSA
0406020035;ANASTOMOSE PORTO-CAVA
0406020043;ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL
0406020051;ANEURISMECTOMIA TORACO-ABDOMINAL
0406020060;CATETERISMO DE ARTERIA P/ TROMBOEMBOLECTOMIA
0406020078;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)
0406020086;CONFECCAO DE FISTULA ARTERIOVENOSA P/ ACESSO
0406020094;DISSECCAO DE VEIA / ARTERIA
0406020108;DISSECCAO RADICAL DO PESCOCO
0406020116;DRENAGEM DE GANGLIO LINFATICO
0406020124;EMBOLECTOMIA ARTERIAL
0406020132;EXCISAO E SUTURA DE HEMANGIOMA
0406020140;EXCISAO E SUTURA DE LINFANGIOMA / NEVUS
0406020159;EXERESE DE GANGLIO LINFATICO
0406020167;FASCIOTOMIA P/ DESCOMPRESSAO
0406020175;INSTALACAO DE CATETER VENOSO DE LONGA PERMANENCIA TOTALMENTE IMPLANTAVEL
0406020183;LINFADENECTOMIA MEDIASTINAL
0406020191;LINFADENECTOMIA PELVICA
0406020205;LINFADENECTOMIA PROFUNDA
0406020213;LINFADENECTOMIA RADICAL AXILAR BILATERAL
0406020221;LINFADENECTOMIA RADICAL AXILAR UNILATERAL
0406020230;LINFADENECTOMIA RADICAL CERVICAL BILATERAL
0406020248;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL
0406020256;LINFADENECTOMIA RADICAL INGUINAL BILATERAL
0406020264;LINFADENECTOMIA RADICAL INGUINAL UNILATERAL
0406020272;LINFADENECTOMIA RADICAL VULVAR
0406020280;LINFADENECTOMIA RETROPERITONIAL
0406020299;LINFADENECTOMIA SUPERFICIAL
0406020302;PLASTIA ARTERIAL C/ REMENDO (QUALQUER TECNICA)
0406020310;PONTE AXILO-BIFEMURAL
0406020329;PONTE AXILO-FEMURAL
0406020337;PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS
0406020345;PONTE FEMORO-FEMURAL CRUZADA
0406020353;PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL
0406020361;PONTE-TROMBOENDARTERECTOMIA AORTO-ILIACA
0406020370;PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA
0406020388;PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL
0406020396;RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRU
0406020400;RETIRADA DE PROTESE INFECTADA EM POSICAO NAO AORTICA
0406020418;REVASCULARIZACAO DE ARTERIAS VISCERAIS
0406020426;REVASCULARIZACAO DO MEMBRO SUPERIOR
0406020434;REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS
0406020442;REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA DISTAL
0406020450;REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA PROXIMAL
0406020469;TRANSPLANTE DE SEGMENTO VENOSO VALVULADO
0406020477;TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO
0406020485;TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS
0406020493;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL
0406020507;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR BILATERAL
0406020515;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR UNILATERAL
0406020523;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR BILATERAL
0406020531;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR UNILATERAL
0406020540;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DO ABDOMEN
0406020558;TRATAMENTO CIRURGICO DE LINFEDEMA
0406020566;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)
0406020574;TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL)
0406020582;TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL)
0406020590;TROMBECTOMIA DO SISTEMA VENOSO
0406020604;VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO
0406020612;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL)
0406020620;RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL
0406030014;ANGIOPLASTIA CORONARIANA
0406030022;ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS
0406030030;ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT
0406030049;ANGIOPLASTIA CORONARIANA PRIMÁRIA
0406030057;ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS
0406030065;ANGIOPLASTIA EM ENXERTO CORONARIANO
0406030073;ANGIOPLASTIA EM ENXERTO CORONARIANO (C/ IMPLANTE DE STENT)
0406030081;ATRIOSEPTOSTOMIA C/ CATETER BALAO
0406030090;FECHAMENTO PERCUTANEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS C/ LIBERACAO DE COILS
0406030103;RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TECNICAS HEMODINAMICAS
0406030111;VALVULOPLASTIA AORTICA PERCUTANEA
0406030120;VALVULOPLASTIA MITRAL PERCUTANEA
0406030138;VALVULOPLASTIA PULMONAR PERCUTANEA
0406030146;VALVULOPLASTIA TRICUSPIDE PERCUTANEA
0406040010;ALCOOLIZACAO PERCUTANEA DE HEMANGIOMA E MALFORMACAO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)
0406040028;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (C/ STENT)
0406040044;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (S/ STENT)
0406040052;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)
0406040060;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT NAO RECOBERTO)
0406040079;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT RECOBERTO)
0406040087;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (SEM STENT)
0406040095;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO)
0406040109;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT NAO RECOBERTO
0406040117;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT RECOBERTO
0406040125;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS
0406040133;ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (C/ STENT RECOBERTO)
0406040141;COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFERICA E EMBOLIA PULMONAR)
0406040150;CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL C/ ENDOPROTESE RETA / CONICA
0406040168;CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS C/ ENDOPROTESE BIFURCADA
0406040176;CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA C/ ENDOPROTESE RETA OU CONICA
0406040184;CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DAS ILIACAS C/ ENDOPROTESE TUBULAR
0406040192;EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFI
0406040206;EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO)
0406040214;EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES)
0406040222;FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS C/ LIBERACAO DE COILS
0406040230;FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
0406040249;FIBRINOLISE P/ EMBOLIA PULMONAR MACICA INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)
0406040257;FIBRINOLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)
0406040265;IMPLANTACAO DE SHUNT INTRA-HEPATICO PORTO-SISTEMICO (TIPS) C/ STENT NAO RECOBERTO
0406040273;OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA / VEIA
0406040281;RECONSTRUCAO DA BIFURCACAO AORTO-ILIACA C/ ANGIOPLASTIA E STENTS
0406040290;TRATAMENTO DE EPISTAXE POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO)
0406040303;TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDO
0406040311;TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTANEA (INCLUI ESTUDO ANGIOGRAFICO)
0406040320;TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS
0406040338;TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA
0406050015;ESTUDO ELETROFISIOLOGICO DIAGNOSTICO
0406050023;ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE FLUTTER ATRIAL)
0406050031;ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE TAQUICARDIA ATRIAL DIREITA)
0406050040;ESTUDO ELETROFISIOLOGICO TERAPEUTICO I
0406050058;ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DO NODULO ARCHOV-TAWARA)
0406050066;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DAS VIAS ANOMALAS MULTIPLAS)
0406050074;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE FIBRILACAO ATRIAL)
0406050082;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)
0406050090;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)
0406050104;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL ESQUERDA)
0406050112;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR IDIOPATICA DO SEIO DE VA
0406050120;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR SUSTENTADA C/ CARDIOPATI
0406050139;ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE VIAS ANOMALAS ESQUERDAS)
0407010017;DEGASTROGASTRECTOMIA C/ OU S/ VAGOTOMIA
0407010025;DILATACAO ESOFAGICA / PILORICA
0407010033;ESOFAGECTOMIA DISTAL C/ TORACOTOMIA
0407010041;ESOFAGECTOMIA DISTAL S/ TORACOTOMIA
